title,authors,average_rating,isbn,# num_pages
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho-Alan R. Clarke-Mœbius,3.85,006019250X,198
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa-Akira Watanabe,4.52,1591169232,192
The Kite Runner,Khaled Hosseini,4.28,0747588945,324
Pompeii,Robert   Harris,3.81,0812974611,304
The Last Days of Pompeii,Edward Bulwer-Lytton-John Gregory Betancourt,3.59,158715739X,360
Of Mice and Men,John Steinbeck,3.86,0142000671,112
Of Mice and Men,John Steinbeck-Jim Taylor,3.86,0582461464,160
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,0060554738,464
The Westing Game,Ellen Raskin,4.02,014240120X,182
The Egypt Game,Zilpha Keatley Snyder,3.82,0808553038,215
Memoirs of a Geisha,Arthur Golden,4.1,1400096898,503
Memoirs of a Geisha,Arthur Golden,4.1,0739326228,434
Memoirs of a Geisha,Arthur Golden,4.1,0099498189,497
Memoirs of a Geisha: A Portrait of the Film,David        James-Peggy Mulloy-Rob Marshall-Arthur Golden,4.08,1557046832,144
Memoirs of a Geisha,Arthur Golden,4.1,0099771519,493
Geisha of Gion,Mineko Iwasaki-Rande Brown,3.93,074343059X,334
Memoirs Of A Geisha,Arthur Golden,4.1,0007229577,3
Love As A Foreign Language #5,J. Torres-Eric  Kim,3.44,1932664394,58
Jungle Love,Margaret Johnson-Philip Prowse,3.37,0521750849,95
First Impressions,Nora Roberts,3.74,0373510055,250
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.71,0802415318,0
Angels & Demons (Robert Langdon  #1),Dan Brown,3.88,1416524797,736
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.88,849561877X,508
Angeles & Demonios,Dan Brown-Raúl Amundaray,3.88,0972859896,18
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,0307277674,489
The Da Vinci Code,Dan Brown,3.82,076792603X,467
Da Vinci Code (Robert Langdon  #2),Dan Brown-Daniel Roche,3.82,2266144340,744
Deception Point,Dan Brown,3.7,1416524800,736
Deception Point,Dan Brown,3.7,0671027387,556
Deception Point,Dan Brown,3.7,0552151769,585
Deception Point,Dan Brown,3.7,0593055071,448
حقيقة الخديعة,Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي,3.7,9953299072,471
Deception Point,Dan Brown,3.7,1416524886,736
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,383
Eye of the Storm (Hudson  #3),V.C. Andrews,3.82,0743409159,368
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley-William D. Danko,4.02,0671015206,258
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,320
Think and Grow Rich,Napoleon Hill,4.18,1932429239,368
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.57,0977616657,256
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,288
Trump: The Art of the Deal,Donald J. Trump-Tony Schwartz,3.65,0345479173,384
The Richest Man in Babylon,George S. Clason,4.25,0451205367,194
The Richest Man in Babylon,George S. Clason,4.25,1419349996,4
Shibumi,Trevanian-Gisela Stege,4.22,1400098033,480
1776,David McCullough,4.07,0743226720,386
1776,Peter  Stone-Sherman Edwards,4.21,0140481397,192
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.6,0226014908,284
Gap Creek,Robert Morgan,3.73,1565122429,326
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,418
The Good Earth,Pearl S. Buck,3.98,0671823493,260
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.92,0310258979,5
Purpose Driven Life,Rick Warren,3.92,0310264138,336
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,0060838582,399
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,0141006870,384
Snow Flower and the Secret Fan,Lisa See,4.07,0812968069,269
The Broker,John Grisham,3.78,0385340540,422
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.5,0394720245,1344
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.73,0345480600,320
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips-Michael D'Orso,3.73,0060193395,201
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke-Cindy Crawford,3.63,1579546013,288
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,0972018417,405
The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,0471743674,245
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,0471430455,432
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,0805431578,368
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,0679838864,68
Monkey Business,Sarah Mlynowski,3.66,0373250711,400
Liar's Poker,Michael   Lewis,4.15,0140143459,256
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,0802732291,214
Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,030723827X,256
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,256
Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,0307346587,240
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.1,1400052386,256
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,0609609971,304
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,1400052378,287
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,0061234001,320
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,8466625127,250
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,0061245135,496
Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9722334964,264
Collapse,Jared Diamond,3.93,0739455354,525
The Last Assassin (John Rain  #5),Barry Eisler,4.25,0399153594,338
Life of Pi,Yann Martel,3.9,0156030209,401
Vida de Pi,Yann Martel,3.9,8423335127,323
L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.9,0828808392,448
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,0143034901,487
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,0140285970,400
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,0316646660,400
A Million Little Pieces,James Frey,3.63,0307276902,432
A Million Little Pieces of Feces,Python Bonkers,3.55,1411677315,256
A Million Little Lies,James Pinocchio-Pablo Fenjves,3.4,0061171468,191
The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,0787968331,458
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,0446394599,193
Leadership in Organizations,Gary Yukl,3.68,0131494848,542
Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,1401359299,115
Leadership,Rudolph W. Giuliani,3.72,0316861014,397
Men Are from Mars  Women Are from Venus,John Gray,3.54,0060574216,368
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,0060192771,368
Men are from Mars  Women are from Venus,John Gray,3.54,0007152590,307
Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,0722538448,286
Men Are from Mars  Women Are from Venus,John Gray,3.54,006123205X,2
How to Succeed with Women,Ron  Louis-David Copeland,3.77,0735200300,320
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,0553381679,512
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,0517542021,468
The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,4.43,0736606378,0
The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,24
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,0393324818,317
Juiced Official Strategy Guide,Doug Walsh,0.0,0744005612,112
The 48 Laws of Power,Robert Greene-Joost Elffers,4.19,0140280197,452
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,392
Gates Of Fire,Steven Pressfield,4.41,0553812165,523
Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,4.06,0553295411,414
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,0812590104,721
The Afghan Campaign,Steven Pressfield,3.96,038551641X,354
Tides of War,Steven Pressfield,3.89,0553381393,448
Last of the Amazons,Steven Pressfield,3.75,0553382047,400
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,0446691437,168
Gita on the Green,Stephen J. Rosen-Steven Pressfield,3.74,0826413013,176
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,3.88,0811701646,340
Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,4.12,0140442758,160
Phaedrus,Plato-Robin Waterfield,3.91,0192802771,128
Phaedrus,Plato-C.J. Rowe,3.91,0140449744,176
Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,4.36,0674990404,583
Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,4.31,0674994809,736
Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,4.87,0198145411,410
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,4.47,0879756322,157
Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,4.48,189031823X,125
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,0872207889,272
Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,0801435307,233
Statesman,Plato-C.J. Rowe,3.84,0872204626,128
Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,0140449043,208
Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,0674991842,560
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,0140449086,716
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,0140446389,622
The History (Great Minds),Herodotus-Henry Francis Cary,3.98,0879757779,613
The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,0192824252,772
The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,0140440348,653
The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,0393959465,464
The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,0375400613,816
The History,Herodotus-Peter Grene,3.98,0226327701,710
The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,0140275363,683
Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,0872203522,574
The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,0374529051,588
The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,0147712556,1556
The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,0140447946,462
The Iliad,Homer-W.H.D. Rouse,3.85,0451527372,312
The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,0872205428,215
The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,0143039954,541
The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,0374525749,515
The Odyssey,Homer-Richmond Lattimore,3.75,0060931957,374
The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,0140449116,324
The Odyssey,Homer-W.H.D. Rouse,3.75,0451527364,304
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,161
Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,607
City Eclogue,Ed Roberson,4.14,1891190237,136
The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,0192837680,180
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.9,155832125X,272
The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,0395754909,2057
The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,0141000589,1808
The Complete Works,William Shakespeare,4.49,0517092948,1248
Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,0521618746,289
The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,0199267170,1420
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,137
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,272
The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,0062513346,212
Warrior of the Light,Paulo Coelho,3.7,0060527986,142
The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,0060832819,336
By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,0061122092,208
The Fifth Mountain,Paulo Coelho-Clifford E. Landers,3.62,0060930136,256
Eleven Minutes,Paulo Coelho-Margaret Jull Costa,3.69,0060589280,273
Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.7,0061124265,210
Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.01,0140714545,148
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,0764586033,129
Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,4.04,0764585681,240
Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,4.27,0879232153,450
History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,4.3,0674991206,496
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,3.72,0872201686,172
History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,4.34,0674991222,400
The Peloponnesian War,Thucydides-Steven Lattimore,3.89,0872203948,530
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,3.89,0393971678,554
History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,4.28,0674991877,480
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,0929524357,34
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,4.03,0226307808,221
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,4.21,0226307840,228
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,4.21,0226307832,307
Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,4.39,1590171802,312
Ten Plays,Euripides-Moses Hadas-John Maclean,4.17,0553213636,432
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,3.98,0226307824,255
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,4.33,0226307816,264
Medea and Other Plays,Euripides-John Davie-Richard Rutherford,4.03,0140449299,206
Cyclops. Alcestis. Medea,Euripides-David Kovacs,4.21,0674995600,432
Medea,Euripides-Donald J. Mastronarde,3.85,0521643864,431
The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,0140447261,360
Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,3.86,0195125983,160
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,3.78,0413752801,192
The Trojan Women and Hippolytus,Euripides,3.56,0486424626,64
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.85,0393325830,128
Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,4.07,0192832603,282
Alcestis,Euripides-William Arrowsmith,3.83,0195061667,142
Suppliant Women  Electra  Heracles,Euripides-David Kovacs,4.47,067499566X,464
Helen,Euripides-A. Dale,3.69,090651598X,216
Medea,Euripides-Georgia Ann Machemer-Michael   Collier,3.85,0195145666,116
Euripides: Medea,William Allan,3.88,071563187X,160
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,0822004240,69
Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,3.97,0674995740,528
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,0715629948,144
The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,4.48,0226307662,672
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,4.01,0226307786,171
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.1,0226307948,188
The Oresteia,Aeschylus-Alan Shapiro-Peter H. Burian,4.01,019513592X,304
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,4.01,0140443339,335
Oresteia,Aeschylus-Peter Meineck-Helene P. Foley,4.01,0872203905,224
Prometheus Bound and Other Plays,Aeschylus-Philip Vellacott,4.1,0140441123,160
The Oresteia,Aeschylus-Ted Hughes,4.01,0374527059,208
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.01,081221627X,178
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,4.11,0226307646,358
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,0521539811,95
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,4.01,1400041929,127
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.1,0812216717,232
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,4.01,0486292428,151
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,4.1,1419150014,208
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,4.14,0226307867,254
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles-Paul Roche,3.97,0452011671,288
The Complete Plays,Sophocles-Paul Roche,4.27,0451527844,420
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,3.97,015602764X,259
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,0140444254,430
